,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
14857,ENZRXN0-6518,"(1R,6R)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",EG12438-MONOMER,['RXN-9310'],N/A
14858,ENZRXN-24353,phosphinothricin tripeptide thioesterase,MONOMER-19617,['RXN-17194'],N/A
14859,ENZRXN-25053,"dTDP-D-glucose 4,6-dehydratase",CPLX-9140,['DTDPGLUCDEHYDRAT-RXN'],N/A
14860,ENZRXN-3,dehydroshikimate dehydratase,MONOMER-1,['DHSHIKIMATE-DEHYDRO-RXN'],N/A
14861,ENZRXN0-6295,exodeoxyribonuclease I,EG10926-MONOMER,['3.1.11.1-RXN'],N/A
14862,ENZRXN-20190,[BtrI acyl-carrier protein]--L-glutamate ligase,MONOMER-17271,['RXN-13213'],N/A
14863,ENZRXN-20047,D-xylulose-5-phosphate cytidylyltransferase,MONOMER-17174,['RXN-13104'],N/A
14864,ENZRXN-26727,fraxetin 5-monooxygenase,AT4G31940-MONOMER,['RXN-20026'],N/A
14865,ENZRXN0-7848,DNA endonuclease,EG11900-MONOMER,['RXN0-7100'],N/A
14866,ENZRXN0-7676,maltohexaose glucosidase,MALTODEXGLUCOSID-MONOMER,['RXN-14282'],N/A
14867,ENZRXN-19902,oleandomycin glycosyltransferase,MONOMER-17058,['RXN-12919'],N/A
14868,ENZRXN-6064,long-chain fatty alcohol oxidase,AT3G23410-MONOMER,['RXN-4444'],N/A
14869,ENZRXN-22566,&beta;-alanyl-CoA:ammonia lyase,CPLX-8829,['BETA-ALANYL-COA-AMMONIA-LYASE-RXN'],"['(AMMONIUM METHYLAMINE)', '(ACRYLYL-COA CROTONYL-COA)', '(ACRYLYL-COA METHACRYLYL-COA)']"
14870,ENZRXN66-19629,resolvin E1 synthase,HS03372-MONOMER,['RXN66-497'],N/A
14871,ENZRXN-22699,12-demethyl-elloramycin C12a O-methyltransferase,MONOMER-18603,['RXN-15402'],N/A
14872,ENZRXN-20448,cyanophycin primer:L-aspartate ligase,CPLX-8482,['RXN-13439'],N/A
14873,ENZRXN0-7501,transport of glycine betaine,CPLX0-7534,['TRANS-RXN0-490'],N/A
14874,ENZRXN-20635,"3,5-dihydroxyanisole <i>O</i>-methyltransferase",MONOMER-17507,['RXN-9021'],N/A
14875,ENZRXN-13982,methenyltetrahydrofolate cyclohydrolase,MONOMER-13130,['METHENYLTHFCYCLOHYDRO-RXN'],N/A
14876,ENZRXN-22417,2-iminopropanoate deaminase,CPLX-8807,['RXN-15127'],N/A
14877,ENZRXN-14121,2-desacetyl-2-hydroxyethyl bacteriochlorophyllide <i>a</i> dehydrogenase,MONOMER-13256,['RXN-8787'],N/A
14878,ENZRXN-16792,2-aminomuconate-semialdehyde dehydrogenase,MONOMER-15010,['1.2.1.32-RXN'],"['(2-AMINOMUCONATE_SEMIALDEHYDE BUTANAL)', '(2-AMINOMUCONATE_SEMIALDEHYDE FORMALDEHYDE)', '(2-AMINOMUCONATE_SEMIALDEHYDE ACETALD)', '(2-AMINOMUCONATE_SEMIALDEHYDE HYDROXYMUCONATE-SALD)']"
14879,ENZRXN-20315,"<i>N</i>-acetylgalactosamine-<i>N</i>,<i>N</i>'-diacetylbacillosaminyl-diphospho-undecaprenol 4-&alpha;-<i>N</i>-acetylgalactosaminyltransferase",MONOMER-17332,['RXN-13275'],N/A
14880,ENZRXN-16932,(<i>S</i>)-reticuline oxidase,MONOMER-15118,['RETICULINE-OXIDASE-RXN'],N/A
14881,ENZRXN66-5928,acetaldehyde dehydrogenase,HS01061-MONOMER,['RXN66-3'],N/A
14882,ENZRXN-13838,4-coumaroyl-CoA:tyramine N-(hydroxycinnamoyl)transferase,MONOMER-12990,['RXN-8715'],N/A
14883,ENZRXN-12637,"eriodictyol,NADPH:oxygen oxidoreductase",MONOMER-12019,['RXN-7921'],N/A
14884,ENZRXN-24919,L-pHPG-L-Arg-D-pHPG-LSer-L-pHPG synthetase,CPLX-9126,['RXN-17831'],N/A
14885,ENZRXN-16636,3-methyl-2-oxopentanoate dehydrogenase,CPLX-7050,['2KETO-3METHYLVALERATE-RXN'],N/A
14886,ENZRXN66-897,amidophosphoribosyltransferase,CPLX66-358,['PRPPAMIDOTRANS-RXN'],N/A
14887,ENZRXN-22957,UDP-glucose:&beta;-D-glucosyloxy fatty acid glucosyltransferase,MONOMER-18771,['RXN-13886'],N/A
14888,ENZRXN66-4284,glycogen phosphorylase,CPLX66-318,['RXN-9025'],N/A
14889,ENZRXN0-8437,nalidixate:H<sup>+</sup> antiport,YDGEF-CPLX,['TRANS-RXN-350'],"['(CPD-21025 CPD-16983)', '(CPD-21025 CPD0-1113)']"
14890,ENZRXN-14387,OHCU decarboxylase,CPLX-7518,['RXN-6201'],N/A
14891,ENZRXN-24744,2-methylpropene monooxygenase,MONOMER-19836,['RXN-17588'],N/A
14892,ENZRXN-23093,siroheme decarboxylase,CPLX-8911,['RXN-15805'],N/A
14893,ENZRXN-17188,"inositol-1,3,4,6-tetrakis phosphate 5-kinase",MONOMER-15197,['2.7.1.140-RXN'],N/A
14894,ENZRXN-22818,patuletin 3'-<i>O</i>-methyltransferase,CPLX-8859,['RXN-15534'],N/A
14895,ENZRXN-14534,acetate:CoA ligase (AMP-forming),MONOMER-13637,['ACETATE--COA-LIGASE-RXN'],['(ACET PROPIONATE)']
14896,ENZRXNQT-12845,glucose-1-phosphate uridylyltransferase,AT2G35020-MONOMER,['GLUC1PURIDYLTRANS-RXN'],N/A
14897,ENZRXN-14226,aminocarboxymuconate-semialdehyde decarboxylase,MONOMER-13371,['AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN'],N/A
14898,ENZRXN-17348,"hydroxyphenyl-4,2-bis-thiazoline synthase",MONOMER-15303,['RXN-11120'],N/A
14899,ENZRXN-5243,L-ascorbate peroxidase,MONOMER-5103,['RXN-3521'],N/A
14900,ENZRXN-17047,AMP deaminase,CPLX-7934,['AMP-DEAMINASE-RXN'],"['(AMP DAMP)', '(AMP CPD-3706)', '(AMP CPD-3705)', '(AMP CPD-487)']"
14901,ENZRXNQT-9696,lupeol synthase,AT1G78500-MONOMER,['RXN-111'],N/A
14902,ENZRXN-25304,"UDP-galactose:&beta;-<i>N</i>-acetyl-glucosamine &beta;-1,3-galactosyltransferase",ENSG00000172318-MONOMER,['RXN-18259'],N/A
14903,ENZRXN-4281,NAD-dependent formate dehydrogenase,CPLX-3481,['1.2.1.2-RXN'],N/A
14904,ENZRXN-25439,6-pyruvoyltetrahydropterin synthase,MONOMER-20101,['4.2.3.12-RXN'],N/A
14905,ENZRXN-11856,NADP<sup>+</sup>-benzaldehyde dehydrogenase,MONOMER-11531,['HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN'],"['(4-HYDROXYBENZALDEHYDE SALICYLALDEHYDE)', '(4-HYDROXYBENZALDEHYDE BENZALDEHYDE)']"
14906,ENZRXN-25164,"UDP-6-deoxy-5,6-ene-GlcNAc 4-epimerase",MONOMER-20035,['RXN-18069'],N/A
14907,ENZRXN-11998,histidine-2-oxooglutarate aminotransferase,MONOMER-11647,['HISTTRANSAM-RXN'],"['(2-KETOGLUTARATE 2K-4CH3-PENTANOATE)', '(2-KETOGLUTARATE 2-OXOBUTANOATE)', '(2-KETOGLUTARATE PYRUVATE)', '(HIS TYR)', '(HIS PHE)']"
14908,ENZRXN0-8283,3-ketoacyl-CoA thiolase,FADA-CPLX,['RXN-17799'],N/A
14909,ENZRXN0-8065,L-valine:H<sup>+</sup> antiport,B4141-MONOMER,['TRANS-RXN-282'],N/A
14910,ENZRXN-7843,(R)-2-hydroxypropyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming),CPLX-4821,['4.2.99.19-RXN'],N/A
14911,ENZRXN-6942,limonene synthase,AG11-MONOMER,['4.2.3.16-RXN'],N/A
14912,ENZRXN-6405,isopentenyladenine UDP glycosyltransferase,AT5G05870-MONOMER,['RXN-4728'],N/A
14913,ENZRXN-25847,"Man<sub>8</sub>GlcNAc<sub>2</sub> isomer 8A<sub>1,2,3</sub>B<sub>1,3</sub> 1,2-&alpha;-mannosidase",HS03480-MONOMER,['RXN-18910'],N/A
14914,ENZRXN-20908,eugenyl 6-<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-&beta;-<i>D</i>-glucopyranoside glucosidase (Shuixian),MONOMER-17690,['RXN-13695'],N/A
14915,ENZRXN-20748,spinosyn cyclic macrolactone flavin-dependent oxidase,MONOMER-17598,['RXN-13626'],N/A
14916,ENZRXN-21054,"kaempferol-3-<i>O</i>-glucoside 1,6-glucosyltransferase",MONOMER-17754,['RXN-13830'],N/A
14917,ENZRXN-18729,"endo-1,4-&beta;-xylanase",MONOMER-16225,['3.2.1.8-RXN'],N/A
14918,ENZRXN-12767,&delta;-carotene &epsilon;-cyclase,MONOMER-12155,['RXN-8028'],N/A
14919,ENZRXN-18876,"PLP-dependent GDP-4-amino-4,6-dideoxy-&alpha;-D-<i>N</i>-acetylglucosamine aminotransferase",MONOMER-16350,['RXN-12234'],N/A
14920,ENZRXN-12915,phosphotransacetylase,MONOMER-12291,['PHOSACETYLTRANS-RXN'],['(ACETYL-COA PROPIONYL-COA)']
14921,ENZRXNI-1888,6-amino-6-deoxyfutalosine nucleosidase,CPLX-9123,['RXN-12346'],N/A
14922,ENZRXN-13064,sulfate adenylyltransferase,MONOMER-12410,['SULFATE-ADENYLYLTRANS-RXN'],N/A
14923,ENZRXN1F-2217,glutamate-1-semialdehyde aminotransferase,AT5G63570-MONOMER,['GSAAMINOTRANS-RXN'],N/A
14924,ENZRXN18C3-14,solasodine 3-<i>O</i>-galactosyltransferase,MONOMER18C3-8,['RXN18C3-13'],N/A
14925,ENZRXN1G-299,"trans-delta2-cis,cis-delta9,21-C40:3-[acp]:NADH+ oxidoreductase",CPLX-8831,['RXN1G-509'],N/A
14926,ENZRXN-23350,"farnesyl-5,7-dihydroxy-4,6-dimethylphthalide synthase",MONOMER-19043,['RXN-16078'],N/A
14927,ENZRXN-23211,mycosamine glycosyltransferase,MONOMER-18944,['RXN-15971'],N/A
14928,ENZRXN-985,2-carboxymethyl-3-hydroxyphenylpropanoyl-CoA dehydratase,CPLX-745,['RXN-902'],N/A
14929,ENZRXN-21324,naringenin dibenzoylmethane tautomer 3-<i>C</i>-glucosyltransferase,MONOMER-15871,['RXN-11685'],N/A
14930,ENZRXN-21168,rhamnetin 4'-<i>O</i>-methyltransferase,MONOMER-17829,['RXN-13934'],N/A
14931,ENZRXN-23482,CAI-1 synthase,MONOMER-19106,['RXN-16242'],N/A
14932,ENZRXN-14855,wax synthase,MONOMER-13890,['2.3.1.75-RXN'],N/A
14933,ENZRXN-14669,3-hydroxypropionyl-CoA synthetase,CPLX-7579,['RXN-9086'],"['(3-HYDROXY-PROPIONATE PROPIONATE)', '(3-HYDROXY-PROPIONATE ACRYLATE)', '(3-HYDROXY-PROPIONATE ACET)', '(3-HYDROXY-PROPIONATE BUTYRIC_ACID)']"
14934,ENZRXN-21486,3-hexaprenyl-4-aminobenzoate monooxygenase,YGR255C-MONOMER,['RXN-14292'],N/A
14935,ENZRXN-17633,bromide peroxidase,CPLX-8036,['RXN-11329'],N/A
14936,ENZRXN-17474,"3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",CPLX-8007,['RXN-11053'],N/A
14937,ENZRXN-15011,xyloglucan 6-xylosyltransferase,AT3G62720-MONOMER,['RXN-9461'],N/A
14938,METHGLYSYN-ENZRXN,methylglyoxal synthase,METHGLYSYN-CPLX,['METHGLYSYN-RXN'],N/A
14939,GLYCEROL-3-P-ACYLTRANSFER-ENZRXN,acyl-CoA:<i>sn</i>-glycerol-3-phosphate 1-<i>O</i>-acyltransferase,GLYCEROL-3-P-ACYLTRANSFER-MONOMER,['RXN-1381'],"['(GLYCEROL-3P |Cis-vaccenoyl-ACPs|)', '(GLYCEROL-3P |Palmitoyl-ACPs|)', '(GLYCEROL-3P OLEOYL-COA)', '(GLYCEROL-3P PALMITYL-COA)', '(GLYCEROL-3P CPD0-1458)', '(GLYCEROL-3P CPD0-1457)', '(GLYCEROL-3P DIHYDROXY-ACETONE-PHOSPHATE)']"
14940,ENZRXN-17789,D-glucarate dehydratase,CPLX-8057,['GLUCARDEHYDRA-RXN'],['(D-GLUCARATE CPD0-1090)']
14941,ENZRXN-25702,isoniazide peroxidase,CPLX-9239,['RXN-18721'],N/A
14942,ENZRXN-25563,H<sub>2</sub>:heterodisulfide oxidoreductase,CPLX-705,['RXN-18521'],N/A
14943,RIB5PISOMA-ENZRXN,ribose-5-phosphate isomerase A,RIB5PISOMA-CPLX,['RIB5PISOM-RXN'],N/A
14944,ENZRXN-23725,2-(4-hydroxybenzyl)-malate isomerase,MONOMER-19235,['RXN-16494'],N/A
14945,ENZRXN-23593,alcohol-forming 7-hydroxylauroyl-CoA reductase,AT3G11980-MONOMER,['RXN-16408'],N/A
14946,ENZRXN3O-1478,"D-arabinono-1,4-lactone oxidase",YML086C-MONOMER,['1.1.3.37-RXN'],N/A
14947,ENZRXN-12271,"leucine 2,3-aminomutase",MONOMER-11830,['LEUCINE-23-AMINOMUTASE-RXN'],N/A
14948,ENZRXN-12120,geranylgeranyl-chlorophyll <i>a</i> reductase,AT1G74470-MONOMER,['RXN-7664'],N/A
14949,ENZRXN-23856,hexadecanal dehydrogenase,HS01061-MONOMER,['RXN-16655'],N/A
14950,ENZRXN-15308,(<i>R</i>)-3-hydroxymyristoyl-[acp] dehydratase,CPLX-7628,['RXN-9537'],N/A
14951,ENZRXN-15151,sulfoacetaldehyde dehydrogenase,CPLX-7633,['RXN-9592'],N/A
14952,3-P-SHIK-1-CARBOXYVINYLXFERASE-ENZRXN,3-phosphoshikimate 1-carboxyvinyltransferase,AROA-MONOMER,['2.5.1.19-RXN'],N/A
14953,ENZRXN-18039,chondroitin sulfate A endolyase,MONOMER-15788,['4.2.2.5-RXN'],N/A
14954,ENZRXN-1790,phospholipase D,AT2G42010-CPLX,['PHOSCHOL-RXN'],N/A
14955,ENZRXN-12439,UDP-L-rhamnose: naringenin 7-O-&beta;-D-glucoside-2''-O-&beta;-L-rhamnosyltransferase,MONOMER-11932,['RXN-5002'],N/A
14956,ENZRXN-9181,fructokinase,MONOMER-9021,['FRUCTOKINASE-RXN'],['(ATP UTP)']
14957,ENZRXN-8422,S-adenosyl-L-methionine:N-dimethylethanolamine-phosphate N-methyltransferase,MONOMER-7821,['RXN-5643'],N/A
14958,ENZRXN-15479,5&alpha;-progesterone reductase,MONOMER-14269,['PROGESTERONE-5-ALPHA-REDUCTASE-RXN'],N/A
14959,ENZRXN-26099,3-[(<i>Z</i>)-2-isocyanoethenyl]-1<i>H</i>-indole geranyltransferase,MONOMER-20403,['RXN-19272'],N/A
14960,ENZRXN-25962,4-hydroxybenzoate brominase (decarboxylating),MONOMER-20330,['RXN-19063'],N/A
14961,ENZRXN-18182,memapsin 2,ENSG00000160610-MONOMER,['RXN-11697'],N/A
14962,ENZRXN-19148,acyl-CoA:lysophosphatidylcholine acyltransferase,MONOMER-16595,['2.3.1.23-RXN'],N/A
14963,ENZRXN-19006,<i>trans</i>-2-hexenal reducatase,AT3G04000-MONOMER,['RXN-12299'],N/A
14964,ENZRXN-26230,3-oxochol-4-en-24-oyl-CoA 4-reductase,BAIDEL6EUBSP-MONOMER,['RXN-17403'],N/A
14965,ENZRXN-13326,sucrose hydrolase,MONOMER-12611,['3.2.1.26-RXN'],"['(CPD-15716 CPD-1099)', '(CPD-15716 SUCROSE)']"
14966,ENZRXN-13183,1-18:2-2-16:3-monogalactosyldiacylglycerol synthase,CPLX-1905,['RXN-8306'],N/A
14967,ENZRXN-19297,intermediate cleaving peptidase,G3O-30249-MONOMER,['RXN-12488'],N/A
14968,ENZRXN3O-11095,NAD(+) kinase,CPLX-8675,['NAD-KIN-RXN'],N/A
14969,ENZRXN1QP9-3382,fructoselysine 6-phosphate-deglycase,STM14_RS23790-MONOMER,['RXN0-963'],N/A
14970,ENZRXN0-5761,"D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase",EG11736-MONOMER,['RXN0-4361'],"['(D-BETA-D-HEPTOSE-17-DIPHOSPHATE D-SEDOHEPTULOSE-1-7-P2)', '(D-BETA-D-HEPTOSE-17-DIPHOSPHATE CPD-12334)', '(D-BETA-D-HEPTOSE-17-DIPHOSPHATE CPD0-2041)', '(D-BETA-D-HEPTOSE-17-DIPHOSPHATE FRUCTOSE-16-DIPHOSPHATE)']"
14971,ENZRXN0-3161,tRNA 2-selenouridine synthase,EG11768-MONOMER,['RXN0-2281'],N/A
14972,ENZRXN0-2002,"2,3-diaminopropionate ammonia-lyase",CPLX0-1401,['4.3.1.15-RXN'],N/A
14973,ENZRXN-26600,"5,6,7,13-tetrahydroxy-8,12-dimethyl-3-oxotetradec-10-enoyl-[acp] 3-acetyltransferase",MONOMER-20575,['RXN-19850'],N/A
14974,ENZRXN-21748,4-hydroxyphenylpyruvate carboxy-lyase,CPLX3O-118,['4.1.1.80-RXN'],N/A
14975,ENZRXN-21606,friedelin synthase,MONOMER-17973,['RXN-12101'],N/A
14976,ENZRXN-21895,&Delta;3-&Delta;2-enoyl-CoA isomerase,CPLX-8706,['RXN-14716'],N/A
14977,ENZRXN-19587,8-dimethylallylnaringenin 2'-hydroxylase,MONOMER-16839,['1.14.13.103-RXN'],N/A
14978,TRANS-ENZRXN-142,K<sup>+</sup> : H<sup>+</sup> antiporter KefB,KEFB-MONOMER,['TRANS-RXN-42'],N/A
14979,ENZRXN-19741,"5-hydroxy-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA dehydrogenase",MONOMER-16941,['RXN-12748'],N/A
14980,ENZRXN66-1052,phosphoprotein phosphatase,CPLX66-268,['3.1.3.16-RXN'],N/A
14981,ENZRXN3O-471,acetoin synthase,CPLX3O-118,['RXN3O-470'],N/A
14982,ENZRXN66-17671,Sodium independent leucine transport,CPLX66-226,['RXN66-447'],N/A
14983,ENZRXN-24099,citreoisocoumarin synthase,MONOMER-19453,['RXN-16932'],N/A
14984,ENZRXN-23963,"2,6-dinitrotoluene 1,2-dioxygenase",CPLX-3981,['RXN-8825'],N/A
14985,ENZRXN0-7346,transport of malate,DCTA-MONOMER,['TRANS-RXN0-451'],N/A
14986,ENZRXN-22143,D-serine ammonia-lyase,CPLX-8754,['DSERDEAM-RXN'],N/A
14987,ENZRXN-22006,fatty-acyl coenzyme A oxidase,YGL205W-MONOMER,['RXN-14771'],N/A
14988,ENZRXN-24233,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA oxidase",HS08589-MONOMER,['RXN-16134'],N/A
14989,ENOYL-COA-DELTA-ISOM-ENZRXN,&Delta;<SUP>3</SUP>-cis-&Delta;<SUP>2</SUP>-trans-enoyl-CoA isomerase,FADB-CPLX,"['ENOYL-COA-DELTA-ISOM-RXN', 'RXN0-5391']",N/A
14990,ARGSUCCINLYA-ENZRXN,argininosuccinate lyase,ARGSUCCINLYA-MONOMER,['ARGSUCCINLYA-RXN'],N/A
14991,ENZRXN-22280,cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,CPLX-8778,['R265-RXN'],N/A
14992,ENZRXN-15761,<i>trans</i>-4-carboxymethylenebut-2-en-4-olide lactonohydrolase,CPLX-7717,['RXN-9868'],N/A
14993,ENZRXN-12569,homogentisate oxygenase,MONOMER-12041,['HOMOGENTISATE-12-DIOXYGENASE-RXN'],N/A
14994,ENZRXN-10961,"myo-inositol-1,4,5-trisphosphate 6-kinase",AT5G07370-MONOMER,['2.7.1.151-RXN'],N/A
14995,ENZRXN-13554,"(<i>E</i>,<i>E</i>)-&alpha;-farnesene synthase",MONOMER-12771,['RXN-8574'],N/A
14996,ENZRXN-15620,"2,4-dichloro-cis,cis-muconate dehalogenase",MONOMER-101,['RXN-18360'],N/A
14997,ENZRXN-15984,phosphoglycerate mutase,MONOMER-14536,['3PGAREARR-RXN'],N/A
14998,ENZRXN-18448,sulfate adenylyltransferase,CPLX-8194,['SULFATE-ADENYLYLTRANS-RXN'],N/A
14999,ENZRXN-13406,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming)",CPLX-7209,['R146-RXN'],N/A
15000,ENZRXN-13693,GDP-4-dehydro-<small>D</small>-rhamnose reductase,MONOMER-12854,['GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN'],N/A
15001,ENZRXN-16225,histidine decarboxylase,CPLX-7818,['HISTIDINE-DECARBOXYLASE-RXN'],N/A
15002,ENZRXN-18290,<i>ent</i>-kaurene synthase,MONOMER-15965,['5.5.1.13-RXN'],N/A
15003,ENZRXN-18596,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",YGR247W-MONOMER,['3.1.4.37-RXN'],"['(|Cyclic-2-3-Ribonucleoside-Monophosphates| CPD-3707)', '(|Cyclic-2-3-Ribonucleoside-Monophosphates| CPD-3713)', '(|Cyclic-2-3-Ribonucleoside-Monophosphates| CPD-3709)', '(|Cyclic-2-3-Ribonucleoside-Monophosphates| CPD-3725)']"
15004,ENZRXN-26471,marneral 23-monooxygenase,AT5G42590-MONOMER,['RXN-19693'],N/A
15005,ENZRXN-16085,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",YOL066C-MONOMER,['RXN-10058'],N/A
15006,ENZRXN-16470,indole-3-acetyl-proline synthetase,AT4G27260-MONOMER,['RXN-10434'],N/A
15007,ENZRXN-24479,"4-bromo-<i>cis</i>-3-phenoxycyclohexa-3,5-diene-1,2-diol dehydrogenase",MONOMER-19666,['RXN-17342'],N/A
15008,ENZRXN-26339,fenclorimglutathione <i>S</i>-transferase,AT1G78380-MONOMER,['RXN-19600'],N/A
15009,ENZRXN66-2760,choline dehydrogenase,HS00375-MONOMER,['CHD-RXN'],N/A
15010,ENZRXN0-6494,protein N<sup>6</sup>-(dihydrolipoyl)lysine:NAD+ oxidoreductase,E3-CPLX,['1.8.1.4-RXN'],N/A
15011,ENZRXN-24336,3-hydroxyquinaldyl-D-cysteinyl-glycine synthase,MONOMER-19607,['RXN-17172'],N/A
15012,ENZRXN-24618,divinyl chlorophyllide <em>a</em> 8-vinyl-reductase (ferredoxin),MONOMER-19722,['RXN-17491'],N/A
15013,ENZRXN-2912,D-tagatose-6-phosphate kinase,CPLX-2381,['TAGAKIN-RXN'],"['(ATP TTP)', '(ATP CTP)', '(ATP ITP)', '(ATP UTP)', '(ATP GTP)', '(TAGATOSE-6-PHOSPHATE FRUCTOSE-6P)']"
15014,ENZRXN-19420,2-oxoglutarate oxygenase/decarboxylase (ethylene-forming),MONOMER-16773,['RXN-12538'],N/A
15015,ENZRXN-3541,4-coumaroyl-CoA:quinate O-(hydroxycinnamoyl)transferase,AT5G48930-MONOMER,['RXN-2601'],N/A
15016,ENZRXN-20029,pyrrolysine synthase,MONOMER-17158,['RXN-13084'],['(CPD-14093 CPD-14097)']
15017,ENZRXN0-6270,23S rRNA m<sup>2</sup>G2445 methyltransferase,G6488-MONOMER,['RXN-11574'],N/A
15018,ENZRXN-20173,5''-phosphoribostamycin phosphatase,MONOMER-17255,['RXN-13204'],"['(CPD-14178 CPD-194)', '(CPD-14178 FRUCTOSE-16-DIPHOSPHATE)']"
15019,ENZRXN66-2037,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase",HS09233-MONOMER,['RXN-10036'],N/A
15020,ENZRXN-26711,ferric&ndash;diglucosyl-enterobactin complex esterase,MONOMER-20652,['RXN-20021'],['(CPD-21591 CPD-21578)']
15021,ENZRXN0-7820,sulfoquinovose isomerase,CPLX0-7683,['RXN-15296'],N/A
15022,ENZRXN0-7654,dAMP phosphohydrolase,CPLX0-7625,['RXN-14161'],N/A
15023,ENZRXN-19886,2-oxoglutarate decarboxylase,MONOMER-17040,['RXN-7774'],N/A
15024,ENZRXN-597,"gibberellin A4,2-oxoglutarate:oxygen oxidoreductase",AT1G30040-MONOMER,['RXN-6550'],N/A
15025,ENZRXN-22541,naringenin 4-reductase,MONOMER-18488,['RXN-14425'],N/A
15026,ENZRXN66-19605,branched chain fatty acyl-CoA oxidase,HS09732-MONOMER,['RXN-11026'],N/A
15027,ENZRXN-22683,3-carboxy-2-hydroxymuconate semialdehyde decarboxylase,MONOMER-18585,['RXN-15423'],N/A
15028,ENZRXN-20432,cocaine methylesterase,CPLX-8346,['RXN-13424'],N/A
15029,ENZRXN0-7483,isoaspartyl dipeptide hydrolase,CPLX0-263,['RXN0-3241'],N/A
15030,ENZRXN-20614,ribosyl hopane synthase,MONOMER-17495,['RXN-13529'],N/A
15031,ENZRXN-13964,formate--tetrahydrofolate ligase,CPLX-7369,['FORMATETHFLIG-RXN'],N/A
15032,ENZRXN-22402,oleoyl-CoA:lysophosphatidate acyltransferase,YDL052C-MONOMER,['RXN-15043'],N/A
15033,ENZRXN-14104,"cobyrinate a,c-diamide synthase",CPLX-324,['RXN-8769'],['(GLN AMMONIA)']
15034,ENZRXN-16775,<i>O</i>-phosphoseryl-tRNA ligase,CPLX-7886,['RXN-10718'],N/A
15035,ENZRXN-11423,UDP-glucuronate decarboxylase,MONOMER-11101,['UDP-GLUCURONATE-DECARBOXYLASE-RXN'],N/A
15036,ENZRXN-16915,N-vanillate-L-glutamate synthetase,AT5G13320-MONOMER,['RXN-10885'],N/A
15037,ENZRXN66-5789,"&alpha;-1,3-mannosyl-glycoprotein 4-&beta;-<em>N</em>-acetylglucosaminyltransferase",HS00017-MONOMER,['2.4.1.145-RXN'],N/A
15038,ENZRXN-13818,succinate dehydrogenase,CPLX-7307,['SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN'],N/A
15039,ENZRXN-12622,9'-<i>cis</i>-neoxanthin oxygenase,AT3G63520-MONOMER,['RXN-7894'],N/A
15040,ENZRXN-24879,cyclic pyranopterin monophosphate synthase,CPLX-8331,['RXN-17809'],N/A
15041,ENZRXN-16621,oxoglutarate dehydrogenase,CPLX-7867,['2OXOGLUTDECARB-RXN'],N/A
15042,ENZRXN66-782,aminoacylase,CPLX-8559,['AMINOACYLASE-RXN'],N/A
15043,ENZRXN-22940,UDP-L-rhamnose synthase,MONOMER-18756,['RXN-5481'],N/A
15044,ENZRXN66-4128,"24,25-dihydrolanosterol 14&alpha;-demethylase",HS00076-MONOMER,['RXN-13707'],N/A
15045,ENZRXN0-8413,dequalinium:H<sup>+</sup> antiporter,CMR-MONOMER,['TRANS-RXN-337'],"['(CPD-20894 CPD-20896)', '(CPD-20894 CPD-20897)']"
15046,ENZRXN-14360,4-hydroxybutyrate dehydrogenase,MONOMER-13486,['4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN'],N/A
15047,ENZRXN-24727,propan-2-ol dehydrogenase,MONOMER-19816,['RXN-17571'],N/A
15048,ENZRXN-25035,6-methylpretetramide 4-monooxygenase,MONOMER-19940,['RXN-17981'],N/A
15049,ENZRXN-17172,3-diphosphoinositol pentakisphosphate 5-kinase,HS08619-MONOMER,['RXN-10973'],N/A
15050,ENZRXN-22801,scutellarein 7-methyl ether 6-<i>O</i>-methyltransferase,MONOMER-18661,['RXN-15528'],N/A
15051,ENZRXN-23076,<small>L</small>-histidine <em>N</em><small><sup>&alpha;</sup></small>-methyltransferase,MONOMER-18845,['RXN-14431'],N/A
15052,ENZRXNQT-12635,myo-inositol 3-phosphate monophosphatase,AT4G39120-MONOMER,['MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN'],N/A
