,entry,reaction,product
409,3.2.1.194,"['a protopanaxatriol-type ginsenoside with two glycosyl residues at position 6 + 2 H2O = a protopanaxatriol-type ginsenoside with no glycosidic modification at position 6 + D-glucopyranose + a monosaccharide (overall reaction)', '(1a) a protopanaxatriol-type ginsenoside with two glycosyl residues at position 6 + H2O = a protopanaxatriol-type ginsenoside with a single glucosyl at position 6 + a monosaccharide', '(1b) a protopanaxatriol-type ginsenoside with a single glucosyl at position 6 + H2O = a protopanaxatriol-type ginsenoside with no glycosidic modification at position 6 + D-glucopyranose']","['protopanaxatriol-type ginsenoside with no glycosidic modification at position 6', 'D-glucopyranose [CPD:C00031]', 'monosaccharide', 'protopanaxatriol-type ginsenoside with a single glucosyl at position 6', 'protopanaxatriol-type ginsenoside with two glycosyl residues at position 6', 'H2O [CPD:C00001]', 'protopanaxatriol-type ginsenoside with a single glucosyl at position 6']"
410,3.2.1.204,"['cyclobis-(1->6)-alpha-nigerosyl + 2 H2O = 2 isomaltose (overall reaction) [RN:R11788]', '(1a) cyclobis-(1->6)-alpha-nigerosyl + H2O = alpha-isomaltosyl-(1->3)-isomaltose [RN:R11789]', '(1b) alpha-isomaltosyl-(1->3)-isomaltose + H2O = 2 isomaltose [RN:R11790]']","['isomaltose [CPD:C00252]', 'alpha-isomaltosyl-(1->3)-isomaltose', 'cyclobis-(1->6)-alpha-nigerosyl', 'H2O [CPD:C00001]', 'alpha-isomaltosyl-(1->3)-isomaltose']"
411,3.2.1.207,"['(1) Glc2Man9GlcNAc2-[protein] + H2O = GlcMan9GlcNAc2-[protein] + beta-D-glucopyranose [RN:R05980]', '(2) GlcMan9GlcNAc2-[protein] + H2O = Man9GlcNAc2-[protein] + beta-D-glucopyranose [RN:R05981]']","['GlcMan9GlcNAc2-[protein]', 'beta-D-glucopyranose [CPD:C00221]', 'Man9GlcNAc2-[protein]', 'Glc2Man9GlcNAc2-[protein]', 'H2O [CPD:C00001]', 'GlcMan9GlcNAc2-[protein]']"
412,3.2.2.6,"['NAD+ + H2O = ADP-D-ribose + nicotinamide (overall reaction) [RN:R00102]', '(1a) NAD+ = cyclic ADP-ribose + nicotinamide [RN:R10629]', '(1b) cyclic ADP-ribose + H2O = ADP-D-ribose [RN:R10630]']","['ADP-D-ribose [CPD:C00301]', 'nicotinamide [CPD:C00153]', 'cyclic ADP-ribose [CPD:C13050]', 'NAD+ [CPD:C00003]', 'H2O [CPD:C00001]', 'cyclic ADP-ribose [CPD:C13050]']"
413,3.2.2.19,"['(1) protein-Nomega-(ADP-D-ribosyl)-L-arginine + H2O = ADP-D-ribose + protein-L-arginine [RN:R07626]', '(2) Nomega-(ADP-D-ribosyl)-L-arginine + H2O = ADP-D-ribose + L-arginine [RN:R01886]']","['ADP-D-ribose [CPD:C00301]', 'protein-L-arginine [CPD:C00613]', 'L-arginine [CPD:C00062]', 'protein-Nomega-(ADP-D-ribosyl)-L-arginine [CPD:C16011]', 'H2O [CPD:C00001]', 'Nomega-(ADP-D-ribosyl)-L-arginine [CPD:C01201]']"
414,3.3.2.2,"['(1) 1-(1-alkenyl)-sn-glycero-3-phosphocholine + H2O = an aldehyde + sn-glycero-3-phosphocholine [RN:R02745]', '(2) 1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine + H2O = an aldehyde + sn-glycero-3-phosphoethanolamine [RN:R03415]']","['aldehyde [CPD:C00071]', 'sn-glycero-3-phosphocholine [CPD:C00670]', 'sn-glycero-3-phosphoethanolamine [CPD:C01233]', '1-(1-alkenyl)-sn-glycero-3-phosphocholine [CPD:C04517]', 'H2O [CPD:C00001]', '1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine [CPD:C04635]']"
415,3.3.2.9,"['(1) cis-stilbene oxide + H2O = (1R,2R)-1,2-diphenylethane-1,2-diol [RN:R07627]', '(2) 1-(4-methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine + H2O = 2-({[(4-methoxyphenyl)methyl](methyl)amino}methyl)-2-methylpropane-1,3-diol [RN:R11930]']","['(1R,2R)-1,2-diphenylethane-1,2-diol', '2-({[(4-methoxyphenyl)methyl](methyl)amino}methyl)-2-methylpropane-1,3-diol [CPD:C21776]', 'cis-stilbene oxide [CPD:C16014]', 'H2O [CPD:C00001]', '1-(4-methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine [CPD:C21775]']"
416,3.3.2.11,"['(1) 5,6alpha-epoxy-5alpha-cholestan-3beta-ol + H2O = 5alpha-cholestane-3beta,5alpha,6beta-triol [RN:R07597]', '(2) 5,6beta-epoxy-5beta-cholestan-3beta-ol + H2O = 5alpha-cholestane-3beta,5alpha,6beta-triol [RN:R04792]']","['5alpha-cholestane-3beta,5alpha,6beta-triol', '5,6alpha-epoxy-5alpha-cholestan-3beta-ol [CPD:C15992]', 'H2O [CPD:C00001]', '5,6beta-epoxy-5beta-cholestan-3beta-ol [CPD:C05418]']"
417,3.4.19.16,"['(1) an (E)-1-(glutathion-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkan-1-imine + H2O = an (E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkan-1-imine + L-glutamate [RN:R11792]', '(2) (E)-1-(glutathion-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine + H2O = (E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine + L-glutamate [RN:R11793]', '(3) (glutathion-S-yl)(1H-indol-3-yl)acetonitrile + H2O = (L-cysteinylglycin-S-yl)(1H-indol-3-yl)acetonitrile + L-glutamate [RN:R11794]', '(4) (Z)-1-(glutathion-S-yl)-N-hydroxy-2-phenylethan-1-imine + H2O = (Z)-1-(L-cysteinyglycin-S-yl)-N-hydroxy-2-phenylethan-1-imine + L-glutamate [RN:R11795]']","['(E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkan-1-imine', 'L-glutamate [CPD:C00025]', '(E)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine', '(L-cysteinylglycin-S-yl)(1H-indol-3-yl)acetonitrile', '(Z)-1-(L-cysteinyglycin-S-yl)-N-hydroxy-2-phenylethan-1-imine', '(E)-1-(glutathion-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkan-1-imine', 'H2O [CPD:C00001]', '(E)-1-(glutathion-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine', '(glutathion-S-yl)(1H-indol-3-yl)acetonitrile', '(Z)-1-(glutathion-S-yl)-N-hydroxy-2-phenylethan-1-imine']"
418,3.5.1.14,"['(1) an N-acyl-aliphatic-L-amino acid + H2O = an aliphatic L-amino acid + a carboxylate [RN:R01263]', '(2) an N-acetyl-L-cysteine-S-conjugate + H2O = an L-cysteine-S-conjugate + acetate [RN:R10553]']","['aliphatic L-amino acid', 'carboxylate [CPD:C00060]', 'L-cysteine-S-conjugate [CPD:C02882]', 'acetate [CPD:C00033]', 'N-acyl-aliphatic-L-amino acid', 'H2O [CPD:C00001]', 'N-acetyl-L-cysteine-S-conjugate']"
419,3.5.1.38,"['(1) L-glutamine + H2O = L-glutamate + NH3 [RN:R00256]', '(2) L-asparagine + H2O = L-aspartate + NH3 [RN:R00485]']","['L-glutamate [CPD:C00025]', 'NH3 [CPD:C00014]', 'L-aspartate [CPD:C00049]', 'L-glutamine [CPD:C00064]', 'H2O [CPD:C00001]', 'L-asparagine [CPD:C00152]']"
420,3.5.1.46,"['(1) [N-(6-aminohexanoyl)]n + H2O = [N-(6-aminohexanoyl)]n-1 + 6-aminohexanoate [RN:R10975]', '(2) N-(6-aminohexanoyl)-6-aminohexanoate + H2O = 2 6-aminohexanoate [RN:R00059]']","['[N-(6-aminohexanoyl)]n-1', '6-aminohexanoate [CPD:C02378]', '[N-(6-aminohexanoyl)]n [CPD:C20988]', 'H2O [CPD:C00001]', 'N-(6-aminohexanoyl)-6-aminohexanoate [CPD:C01255]']"
421,3.5.1.99,"['(1) anandamide + H2O = arachidonic acid + ethanolamine [RN:R09536]', '(2) oleamide + H2O = oleic acid + NH3 [RN:R09537]']","['arachidonic acid [CPD:C00219]', 'ethanolamine [CPD:C00189]', 'oleic acid [CPD:C00712]', 'NH3 [CPD:C00014]', 'anandamide [CPD:C11695]', 'H2O [CPD:C00001]', 'oleamide [CPD:C19670]']"
422,3.5.1.100,"['(1) (R)-piperazine-2-carboxamide + H2O = (R)-piperazine-2-carboxylate + NH3 [RN:R09647]', '(2) beta-alaninamide + H2O = beta-alanine + NH3 [RN:R09648]']","['(R)-piperazine-2-carboxylate [CPD:C19780]', 'NH3 [CPD:C00014]', 'beta-alanine [CPD:C00099]', '(R)-piperazine-2-carboxamide [CPD:C19778]', 'H2O [CPD:C00001]', 'beta-alaninamide [CPD:C19779]']"
423,3.5.1.101,"['(1) (S)-piperidine-2-carboxamide + H2O = (S)-piperidine-2-carboxylate + NH3 [RN:R09680]', '(2) L-prolinamide + H2O = L-proline + NH3 [RN:R09650]']","['(S)-piperidine-2-carboxylate', 'NH3 [CPD:C00014]', 'L-proline [CPD:C00148]', '(S)-piperidine-2-carboxamide [CPD:C19809]', 'H2O [CPD:C00001]', 'L-prolinamide [CPD:C19781]']"
424,3.5.1.109,"['(1) an N-acyl-sphingosylphosphorylcholine + H2O = a fatty acid + sphingosylphosphorylcholine', '(2) a D-glucosyl-N-acylsphingosine + H2O = a fatty acid + D-glucosyl-sphingosine']","['fatty acid [CPD:C00162]', 'sphingosylphosphorylcholine', 'D-glucosyl-sphingosine', 'N-acyl-sphingosylphosphorylcholine', 'H2O [CPD:C00001]', 'D-glucosyl-N-acylsphingosine [CPD:C01190]']"
425,3.5.1.110,"['(1) (Z)-3-ureidoacrylate peracid + H2O = (Z)-3-peroxyaminoacrylate + CO2 + NH3 (overall reaction) [RN:R09948]', '(1a) (Z)-3-ureidoacrylate peracid + H2O = (Z)-3-peroxyaminoacrylate + carbamate [RN:R09947]', '(1b) carbamate = CO2 + NH3 (spontaneous) [RN:R07316]', '(2) (Z)-2-methylureidoacrylate peracid + H2O = (Z)-2-methylperoxyaminoacrylate + CO2 + NH3 (overall reaction) [RN:R09950]', '(2a) (Z)-2-methylureidoacrylate peracid + H2O = (Z)-2-methylperoxyaminoacrylate + carbamate [RN:R09949]', '(2b) carbamate = CO2 + NH3 (spontaneous)']","['(Z)-3-peroxyaminoacrylate [CPD:C20249]', 'CO2 [CPD:C00011]', 'NH3 [CPD:C00014]', 'carbamate [CPD:C01563]', '(Z)-2-methylperoxyaminoacrylate [CPD:C20250]', '(Z)-3-ureidoacrylate peracid [CPD:C20231]', 'H2O [CPD:C00001]', 'carbamate [CPD:C01563]', '(Z)-2-methylureidoacrylate peracid [CPD:C20232]']"
426,3.5.1.114,"['(1) an N-acyl-aromatic-L-amino acid + H2O = an aromatic-L-amino acid + a carboxylate [RN:R10621]', '(2) an N-acetyl-L-cysteine-S-conjugate + H2O = an L-cysteine-S-conjugate + acetate [RN:R10553]']","['aromatic-L-amino acid [CPD:C01021]', 'carboxylate [CPD:C00060]', 'L-cysteine S-conjugate [CPD:C05726]', 'acetate [CPD:C00033]', 'N-acyl-aromatic-L-amino acid [CPD:C20735]', 'H2O [CPD:C00001]', 'N-acetyl-L-cysteine S-conjugate [CPD:C05727]']"
427,3.5.1.124,"['(1) an Nomega-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine + H2O = a [protein]-L-arginine + lactate [RN:R11562]', '(2) an N6-(1-hydroxy-2-oxopropyl)-[protein]-L-lysine + H2O = a [protein]-L-lysine + lactate [RN:R11563]', '(3) an S-(1-hydroxy-2-oxopropyl)-[protein]-L-cysteine + H2O = a [protein]-L-cysteine + lactate [RN:R11564]']","['protein-L-arginine [CPD:C00613]', 'lactate [CPD:C01432]', '[protein]-L-lysine [CPD:C02188]', '[protein]-L-cysteine [CPD:C02743]', 'Nomega-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine', 'H2O [CPD:C00001]', 'N6-(1-hydroxy-2-oxopropyl)-[protein]-L-lysine', 'S-(1-hydroxy-2-oxopropyl)-[protein]-L-cysteine']"
428,3.5.3.21,"['methylenediurea + 2 H2O = N-(hydroxymethyl)urea + 2 NH3 + CO2 (overall reaction) [RN:R05169]', '(1a) methylenediurea + H2O = N-(carboxyaminomethyl)urea + NH3 [RN:R05170]', '(1b) N-(carboxyaminomethyl)urea = N-(aminomethyl)urea + CO2 (spontaneous) [RN:R05171]', '(1c) N-(aminomethyl)urea + H2O = N-(hydroxymethyl)urea + NH3 (spontaneous) [RN:R05172]']","['N-(hydroxymethyl)urea [CPD:C06384]', 'NH3 [CPD:C00014]', 'CO2 [CPD:C00011]', 'N-(carboxyaminomethyl)urea [CPD:C06382]', 'N-(aminomethyl)urea [CPD:C06383]', 'methylenediurea [CPD:C06381]', 'H2O [CPD:C00001]', 'N-(carboxyaminomethyl)urea [CPD:C06382]', 'N-(aminomethyl)urea [CPD:C06383]']"
429,3.5.4.5,"['(1) cytidine + H2O = uridine + NH3 [RN:R01878]', ""(2) 2'-deoxycytidine + H2O = 2'-deoxyuridine + NH3 [RN:R02485]""]","['uridine [CPD:C00299]', 'NH3 [CPD:C00014]', ""2'-deoxyuridine [CPD:C00526]"", 'cytidine [CPD:C00475]', 'H2O [CPD:C00001]', ""2'-deoxycytidine [CPD:C00881]""]"
430,3.5.4.17,"['(1) AMP + H2O = IMP + NH3 [RN:R00181]', '(2) ADP + H2O = IDP + NH3 [RN:R00123]', '(3) ATP + H2O = ITP + NH3 [RN:R00088]']","['IMP [CPD:C00130]', 'NH3 [CPD:C00014]', 'IDP [CPD:C00104]', 'ITP [CPD:C00081]', 'AMP [CPD:C00020]', 'H2O [CPD:C00001]', 'ADP [CPD:C00008]', 'ATP [CPD:C00002]']"
431,3.5.4.45,"['(1) melamine + H2O = ammeline + NH3 [RN:R06968]', '(2) ammeline + H2O = ammelide + NH3 [RN:R06969]']","['ammeline [CPD:C08733]', 'NH3 [CPD:C00014]', 'ammelide [CPD:C08734]', 'melamine [CPD:C08737]', 'H2O [CPD:C00001]', 'ammeline [CPD:C08733]']"
432,3.5.5.4,"['3-cyano-L-alanine + 2 H2O = L-aspartate + NH3 (overall reaction) [RN:R00486]', '(1a) 3-cyano-L-alanine + H2O = L-asparagine [RN:R01267]', '(1b) L-asparagine + H2O = L-aspartate + NH3 [RN:R00485]']","['L-aspartate [CPD:C00049]', 'NH3 [CPD:C00014]', 'L-asparagine [CPD:C00152]', '3-cyano-L-alanine [CPD:C02512]', 'H2O [CPD:C00001]', 'L-asparagine [CPD:C00152]']"
433,3.5.99.2,"['(1) 4-amino-5-aminomethyl-2-methylpyrimidine + H2O = 4-amino-5-hydroxymethyl-2-methylpyrimidine + NH3 [RN:R09993]', '(2) thiamine + H2O = 4-amino-5-hydroxymethyl-2-methylpyrimidine + 5-(2-hydroxyethyl)-4-methylthiazole [RN:R02133]']","['4-amino-5-hydroxymethyl-2-methylpyrimidine [CPD:C01279]', 'NH3 [CPD:C00014]', '5-(2-hydroxyethyl)-4-methylthiazole [CPD:C04294]', '4-amino-5-aminomethyl-2-methylpyrimidine [CPD:C20267]', 'H2O [CPD:C00001]', 'thiamine [CPD:C00378]']"
434,3.5.99.7,"['1-aminocyclopropane-1-carboxylate + H2O = 2-oxobutanoate + NH3 (overall reaction) [RN:R00997]', '(1a) 1-aminocyclopropane-1-carboxylate = 2-aminobut-2-enoate', '(1b) 2-aminobut-2-enoate = 2-iminobutanoate (spontaneous)', '(1c) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 (spontaneous)']","['2-oxobutanoate [CPD:C00109]', 'NH3 [CPD:C00014]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]', '1-aminocyclopropane-1-carboxylate [CPD:C01234]', 'H2O [CPD:C00001]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]']"
435,3.5.99.10,"['(1) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 [RN:R11098]', '(2) 2-iminopropanoate + H2O = pyruvate + NH3 [RN:R11099]']","['2-oxobutanoate [CPD:C00109]', 'NH3 [CPD:C00014]', 'pyruvate [CPD:C00022]', '2-iminobutanoate [CPD:C20905]', 'H2O [CPD:C00001]', '2-iminopropanoate [CPD:C20904]']"
436,3.6.1.5,"[""a nucleoside 5'-triphosphate + 2 H2O = a nucleoside 5'-phosphate + 2 phosphate (overall reaction) [RN:R10443]"", ""(1a) a nucleoside 5'-triphosphate + H2O = a nucleoside 5'-diphosphate + phosphate [RN:R02319]"", ""(1b) a nucleoside 5'-diphosphate + H2O = a nucleoside 5'-phosphate + phosphate [RN:R10442]""]","[""nucleoside 5'-phosphate [CPD:C01117]"", 'phosphate [CPD:C00009]', ""nucleoside 5'-diphosphate [CPD:C00454]"", ""nucleoside 5'-triphosphate [CPD:C00201]"", 'H2O [CPD:C00001]', ""nucleoside 5'-diphosphate [CPD:C00454]""]"
437,3.6.1.53,"['(1) CDP-choline + H2O = CMP + phosphocholine [RN:R09538]', '(2) ADP-D-ribose + H2O = AMP + D-ribose 5-phosphate [RN:R01054]']","['CMP [CPD:C00055]', 'phosphocholine [CPD:C00588]', 'AMP [CPD:C00020]', 'D-ribose 5-phosphate [CPD:C00117]', 'CDP-choline [CPD:C00307]', 'H2O [CPD:C00001]', 'ADP-D-ribose [CPD:C00301]']"
438,3.6.1.60,"[""(1) P1,P6-bis(5'-adenosyl)hexaphosphate + H2O = adenosine 5'-pentaphosphate + AMP [RN:R09881]"", ""(2) P1,P5-bis(5'-adenosyl)pentaphosphate + H2O = adenosine 5'-tetraphosphate + AMP [RN:R09882]""]","[""adenosine 5'-pentaphosphate [CPD:C20198]"", 'AMP [CPD:C00020]', ""adenosine 5'-tetraphosphate [CPD:C03483]"", ""P1,P6-bis(5'-adenosyl)hexaphosphate [CPD:C20190]"", 'H2O [CPD:C00001]', ""P1,P5-bis(5'-adenosyl)pentaphosphate [CPD:C04058]""]"
439,3.6.1.61,"[""(1) P1,P6-bis(5'-adenosyl)hexaphosphate + H2O = 2 ATP [RN:R09879]"", ""(2) P1,P5-bis(5'-adenosyl)pentaphosphate + H2O = ATP + ADP [RN:R09880]"", ""(3) P1,P4-bis(5'-adenosyl)tetraphosphate + H2O = ATP + AMP [RN:R00184]""]","['ATP [CPD:C00002]', 'ADP [CPD:C00008]', 'AMP [CPD:C00020]', ""P1,P6-bis(5'-adenosyl)hexaphosphate [CPD:C20190]"", 'H2O [CPD:C00001]', ""P1,P5-bis(5'-adenosyl)pentaphosphate [CPD:C04058]"", ""P1,P4-bis(5'-adenosyl)tetraphosphate [CPD:C01260]""]"
440,3.6.1.64,"['(1) IDP + H2O = IMP + phosphate [RN:R00961]', '(2) dIDP + H2O = dIMP + phosphate [RN:R10235]']","['IMP [CPD:C00130]', 'phosphate [CPD:C00009]', 'dIMP [CPD:C06196]', 'IDP [CPD:C00104]', 'H2O [CPD:C00001]', 'dIDP [CPD:C01344]']"
441,3.6.1.65,"['(1) CTP + H2O = CMP + diphosphate [RN:R00515]', '(2) dCTP + H2O = dCMP + diphosphate [RN:R01668]']","['CMP [CPD:C00055]', 'diphosphate [CPD:C00013]', 'dCMP [CPD:C00239]', 'CTP [CPD:C00063]', 'H2O [CPD:C00001]', 'dCTP [CPD:C00458]']"
442,3.6.1.66,"['(1) XTP + H2O = XMP + diphosphate [RN:R02720]', '(2) dITP + H2O = dIMP + diphosphate [RN:R03531]', '(2) ITP + H2O = IMP + diphosphate [RN:R00720]']","['XMP [CPD:C00655]', 'diphosphate [CPD:C00013]', 'dIMP [CPD:C06196]', 'IMP [CPD:C00130]', 'XTP [CPD:C00700]', 'H2O [CPD:C00001]', 'dITP [CPD:C01345]', 'ITP [CPD:C00081]']"
443,3.7.1.14,"['(1) (2Z,4E)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + succinate [RN:R02603]', '(2) (2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + fumarate [RN:R06789]']","['(2Z)-2-hydroxypenta-2,4-dienoate', 'succinate [CPD:C00042]', 'fumarate [CPD:C00122]', '(2Z,4E)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate [CPD:C04479]', 'H2O [CPD:C00001]', '(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate [CPD:C12624]']"
444,3.7.1.21,"['6-oxocyclohex-1-ene-1-carbonyl-CoA + 2 H2O = 3-hydroxypimeloyl-CoA (overall reaction) [RN:R05594]', '(1a) 6-oxocyclohex-1-ene-1-carbonyl-CoA + H2O = 2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA [RN:R10696]', '(1b) 2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA + H2O = 3-hydroxypimeloyl-CoA [RN:R05593]']","['3-hydroxypimeloyl-CoA [CPD:C06714]', '2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA [CPD:C09825]', '6-oxocyclohex-1-ene-1-carbonyl-CoA [CPD:C09821]', 'H2O [CPD:C00001]', '2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA [CPD:C09825]']"
445,3.8.1.10,"['(1) (S)-2-haloacid + H2O = (R)-2-hydroxyacid + halide [RN:R03830]', '(2) (R)-2-haloacid + H2O = (S)-2-hydroxyacid + halide [RN:R07308]']","['(R)-2-hydroxyacid [CPD:C02489]', 'halide [CPD:C00462]', '(S)-2-hydroxyacid [CPD:C15565]', '(S)-2-haloacid [CPD:C02103]', 'H2O [CPD:C00001]', '(R)-2-haloacid [CPD:C15564]']"
446,3.8.1.11,"['(1) (S)-2-haloacid + H2O = (S)-2-hydroxyacid + halide [RN:R07309]', '(2) (R)-2-haloacid + H2O = (R)-2-hydroxyacid + halide [RN:R07310]']","['(S)-2-hydroxyacid [CPD:C15565]', 'halide [CPD:C00462]', '(R)-2-hydroxyacid [CPD:C02489]', '(S)-2-haloacid [CPD:C02103]', 'H2O [CPD:C00001]', '(R)-2-haloacid [CPD:C15564]']"
447,3.13.1.5,"['carbon disulfide + 2 H2O = CO2 + 2 hydrogen sulfide (overall reaction) [RN:R10538]', '(1a) carbon disulfide + H2O = carbonyl sulfide + hydrogen sulfide [RN:R10534]', '(1b) carbonyl sulfide + H2O = CO2 + hydrogen sulfide [RN:R10535]']","['CO2 [CPD:C00011]', 'hydrogen sulfide [CPD:C00283]', 'carbonyl sulfide [CPD:C07331]', 'carbon disulfide [CPD:C19033]', 'H2O [CPD:C00001]', 'carbonyl sulfide [CPD:C07331]']"
448,4.1.1.28,"['(1) L-dopa = dopamine + CO2 [RN:R02080]', '(2) 5-hydroxy-L-tryptophan = 5-hydroxytryptamine + CO2 [RN:R02701]']","['dopamine [CPD:C03758]', 'CO2 [CPD:C00011]', '5-hydroxytryptamine [CPD:C00780]', 'L-dopa [CPD:C00355]', '5-hydroxy-L-tryptophan [CPD:C00643]']"
449,4.1.1.68,"['(3E,5R)-5-carboxy-2-oxohept-3-enedioate = (4Z)-2-oxohept-4-enedioate + CO2 (overall reaction) [RN:R04133]', '(1a) (3E,5R)-5-carboxy-2-oxohept-3-enedioate = (2Z,4Z)-2-hydroxyhepta-2,4-dienedioate + CO2', '(1b) (2Z,4Z)-2-hydroxyhepta-2,4-dienedioate = (4Z)-2-oxohept-4-enedioate']","['(4Z)-2-oxohept-4-enedioate', 'CO2 [CPD:C00011]', '(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate', '(3E,5R)-5-carboxy-2-oxohept-3-enedioate', '(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate']"
450,4.1.1.93,"['(1) pyrrole-2-carboxylate = pyrrole + CO2 [RN:R09794]', '(2) pyrrole-2-carboxylate + H2O = pyrrole + HCO3- [RN:R09795]']","['pyrrole [CPD:C19907]', 'CO2 [CPD:C00011]', 'HCO3- [CPD:C00288]', 'pyrrole-2-carboxylate [CPD:C05942]', 'H2O [CPD:C00001]']"
451,4.1.1.96,"['(1) carboxynorspermidine = bis(3-aminopropyl)amine + CO2 [RN:R09082]', '(2) carboxyspermidine = spermidine + CO2 [RN:R09081]']","['bis(3-aminopropyl)amine [CPD:C03375]', 'CO2 [CPD:C00011]', 'spermidine [CPD:C00315]', 'carboxynorspermidine [CPD:C18174]', 'carboxyspermidine [CPD:C18172]']"
452,4.1.1.102,"['(1) 4-coumarate = 4-vinylphenol + CO2 [RN:R02952]', '(2) trans-cinnamate = styrene + CO2 [RN:R11070]', '(3) ferulate = 4-vinylguaiacol + CO2 [RN:R11071]']","['4-vinylphenol [CPD:C05627]', 'CO2 [CPD:C00011]', 'styrene [CPD:C07083]', '4-vinylguaiacol [CPD:C17883]', '4-coumarate [CPD:C00811]', 'trans-cinnamate [CPD:C00423]', 'ferulate [CPD:C01494]']"
453,4.1.1.104,"['(1) 3-dehydro-4-phospho-L-erythronate = glycerone phosphate + CO2 [RN:R11716]', '(2) 3-dehydro-4-phospho-D-erythronate = glycerone phosphate + CO2 [RN:R11717]']","['glycerone phosphate [CPD:C00111]', 'CO2 [CPD:C00011]', '3-dehydro-4-phospho-L-erythronate [CPD:C21611]', '3-dehydro-4-phospho-D-erythronate [CPD:C21610]']"
454,4.1.2.42,"['(1) D-threonine = glycine + acetaldehyde [RN:R08195]', '(2) D-allothreonine = glycine + acetaldehyde [RN:R08196]']","['glycine [CPD:C00037]', 'acetaldehyde [CPD:C00084]', 'D-threonine [CPD:C00820]', 'D-allothreonine [CPD:C12317]']"
455,4.1.2.47,"['(1) an aliphatic (S)-hydroxynitrile = cyanide + an aliphatic aldehyde or ketone', '(2) an aromatic (S)-hydroxynitrile = cyanide + an aromatic aldehyde [RN:R09359]']","['cyanide [CPD:C01326]', 'aliphatic aldehyde', 'aliphatic ketone', 'aromatic aldehyde [CPD:C00193]', 'aliphatic (S)-hydroxynitrile', 'aromatic (S)-hydroxynitrile']"
456,4.1.2.48,"['(1) L-threonine = glycine + acetaldehyde [RN:R00751]', '(2) L-allo-threonine = glycine + acetaldehyde [RN:R06171]']","['glycine [CPD:C00037]', 'acetaldehyde [CPD:C00084]', 'L-threonine [CPD:C00188]', 'L-allo-threonine [CPD:C05519]']"
457,4.1.2.55,"['(1) 2-dehydro-3-deoxy-6-phospho-D-gluconate = pyruvate + D-glyceraldehyde 3-phosphate [RN:R05605]', '(2) 2-dehydro-3-deoxy-6-phospho-D-galactonate = pyruvate + D-glyceraldehyde 3-phosphate [RN:R01064]']","['pyruvate [CPD:C00022]', 'D-glyceraldehyde 3-phosphate [CPD:C00118]', '2-dehydro-3-deoxy-6-phospho-D-gluconate [CPD:C04442]', '2-dehydro-3-deoxy-6-phospho-D-galactonate [CPD:C01286]']"
458,4.1.3.17,"['(1) 4-hydroxy-4-methyl-2-oxoglutarate = 2 pyruvate [RN:R00008]', '(2) 2-hydroxy-4-oxobutane-1,2,4-tricarboxylate = oxaloacetate + pyruvate [RN:R00350]']","['pyruvate [CPD:C00022]', 'oxaloacetate [CPD:C00036]', '4-hydroxy-4-methyl-2-oxoglutarate [CPD:C06033]', '2-hydroxy-4-oxobutane-1,2,4-tricarboxylate [CPD:C04115]']"
