,ec_number,enzyme_name,product_cpd,dblinks,product_formula,product_mass,product_name,pubchem_id
1608,3.5.1.114,"['N-acyl-aromatic-L-amino acid amidohydrolase', 'aminoacylase 3', 'aminoacylase III', 'ACY3 (gene name)']",C00060,"[('PubChem', ['3360']), ('ChEBI', ['35757'])]",CO2R,,"['Carboxylate', 'R-COOH', 'Monocarboxylate', 'Carboxylic acid']",3360
1609,3.1.1.79,"['hormone-sensitive lipase', 'HSL']",C00116,"[('CAS', ['56-81-5']), ('PubChem', ['3416']), ('ChEBI', ['17754']), ('ChEMBL', ['CHEMBL692']), ('KNApSAcK', ['C00001163']), ('PDB-CCD', ['GOL']), ('3DMET', ['B00032']), ('NIKKAJI', ['J1.916J'])]",C3H8O3,,"['Glycerol', 'Glycerin', '1,2,3-Trihydroxypropane', '1,2,3-Propanetriol']",3416
1610,3.1.1.80,"['acetylajmaline esterase', 'AAE', '2beta(R)-17-O-acetylajmalan:acetylesterase', 'acetylajmalan esterase']",C06542,"[('CAS', ['4360-12-7']), ('PubChem', ['8772']), ('ChEBI', ['28462']), ('KNApSAcK', ['C00001679', 'C00024294']), ('3DMET', ['B02065']), ('NIKKAJI', ['J15.133E'])]",C20H26N2O2,,['Ajmaline'],8772
1611,3.1.1.80,"['acetylajmaline esterase', 'AAE', '2beta(R)-17-O-acetylajmalan:acetylesterase', 'acetylajmalan esterase']",C11810,"[('PubChem', ['13974']), ('ChEBI', ['7621']), ('KNApSAcK', ['C00024277']), ('3DMET', ['B04319']), ('NIKKAJI', ['J1.781.738H'])]",C19H24N2O2,,['Norajmaline'],13974
1612,3.1.1.82,"['pheophorbidase', 'phedase', 'PPD']",C18064,"[('PubChem', ['96024283']), ('ChEBI', ['48398']), ('ChEMBL', ['CHEMBL520220']), ('NIKKAJI', ['J55.605J'])]",C33H34N4O3,,['Pyropheophorbide a'],96024283
1613,3.1.1.83,"['monoterpene epsilon-lactone hydrolase', 'MLH']",C11417,"[('PubChem', ['13591']), ('ChEBI', ['214']), ('3DMET', ['B05528']), ('NIKKAJI', ['J2.774.366H'])]",C10H18O3,,"['(3S)-6-Hydroxy-3-isopropenyl-heptanoate', '6-Hydroxy-3-isopropenylheptanoate']",13591
1614,3.1.1.83,"['monoterpene epsilon-lactone hydrolase', 'MLH']",C18067,"[('PubChem', ['96024285']), ('ChEBI', ['50451'])]",C10H20O3,,"['6-Hydroxy-3,7-dimethyloctanoate']",96024285
1615,3.1.1.94,"['versiconal hemiacetal acetate esterase', 'VHA esterase']",C20508,"[('CAS', ['22268-13-9']), ('PubChem', ['172232257']), ('ChEMBL', ['CHEMBL1721202'])]",C18H16O8,,['Versiconol'],172232257
1616,3.1.1.104,"['5-phospho-D-xylono-1,4-lactonase']",C22035,[],C5H11O9P,,['5-Phospho-D-xylonate'],
1617,3.1.1.104,"['5-phospho-D-xylono-1,4-lactonase']",C22037,[],C5H11O9P,,"['5-Phospho-L-arabinate', '5-Phospho-L-arabinonate']",
1618,3.1.3.56,"['inositol-polyphosphate 5-phosphatase', 'type I inositol-polyphosphate phosphatase', 'inositol trisphosphate phosphomonoesterase', 'InsP3/Ins(1,3,4,5)P4 5-phosphatase', 'inosine triphosphatase', 'D-myo-inositol 1,4,5-triphosphate 5-phosphatase', 'D-myo-inositol 1,4,5-trisphosphate 5-phosphatase', 'L-myo-inositol 1,4,5-trisphosphate-monoesterase', 'inositol phosphate 5-phosphomonoesterase', 'inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase', 'Ins(1,4,5)P3 5-phosphatase', 'D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase', 'inositol 1,4,5-trisphosphate phosphatase', 'inositol polyphosphate-5-phosphatase', 'myo-inositol-1,4,5-trisphosphate 5-phosphatase', 'inositol-1,4,5-trisphosphate 5-phosphatase']",C01220,"[('CAS', ['74465-19-3']), ('PubChem', ['4442']), ('ChEBI', ['17816']), ('KNApSAcK', ['C00007484']), ('3DMET', ['B01411']), ('NIKKAJI', ['J281.780B'])]",C6H14O12P2,,"['1D-myo-Inositol 1,4-bisphosphate', 'D-myo-Inositol 1,4-bisphosphate', 'myo-Inositol 1,4-bisphosphate', 'Inositol 1,4-bisphosphate']",4442
1619,3.1.3.56,"['inositol-polyphosphate 5-phosphatase', 'type I inositol-polyphosphate phosphatase', 'inositol trisphosphate phosphomonoesterase', 'InsP3/Ins(1,3,4,5)P4 5-phosphatase', 'inosine triphosphatase', 'D-myo-inositol 1,4,5-triphosphate 5-phosphatase', 'D-myo-inositol 1,4,5-trisphosphate 5-phosphatase', 'L-myo-inositol 1,4,5-trisphosphate-monoesterase', 'inositol phosphate 5-phosphomonoesterase', 'inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase', 'Ins(1,4,5)P3 5-phosphatase', 'D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase', 'inositol 1,4,5-trisphosphate phosphatase', 'inositol polyphosphate-5-phosphatase', 'myo-inositol-1,4,5-trisphosphate 5-phosphatase', 'inositol-1,4,5-trisphosphate 5-phosphatase']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1620,3.1.3.73,"['adenosylcobalamin/alpha-ribazole phosphatase', 'CobC', 'adenosylcobalamin phosphatase', 'alpha-ribazole phosphatase']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1621,3.1.3.75,"['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1622,3.1.3.77,"['acireductone synthase', 'E1', 'E-1 enolase-phosphatase', '5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1623,3.1.3.91,"['7-methylguanosine nucleotidase', 'cytosolic nucleotidase III-like', 'cNIII-like', ""N7-methylguanylate 5'-phosphatase""]",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1624,3.1.4.57,"['phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase', 'cyclic phosphate dihydrolase', 'phnPP (gene name)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1625,3.6.1.5,"['apyrase', 'ATP-diphosphatase', 'adenosine diphosphatase', 'ADPase', 'ATP diphosphohydrolase [ambiguous]']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1626,3.6.1.64,"['inosine diphosphate phosphatase', '(deoxy)inosine diphosphatase', 'NUDT16']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1627,4.2.1.93,"['ATP-dependent NAD(P)H-hydrate dehydratase', 'reduced nicotinamide adenine dinucleotide hydrate dehydratase', 'ATP-dependent H4NAD(P)+OH dehydratase', '(6S)-beta-6-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase(ATP-hydrolysing)', '(6S)-6-beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ATP-hydrolysing', 'NADH-forming)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1628,4.2.1.136,"['ADP-dependent NAD(P)H-hydrate dehydratase', '(6S)-beta-6-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase(ADP-hydrolysing)', '(6S)-6-beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ADP-hydrolysing', 'NADH-forming)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1629,4.3.3.6,"[""pyridoxal 5'-phosphate synthase (glutamine hydrolysing)"", 'PdxST']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1630,6.1.2.2,"[""nebramycin 5' synthase"", 'tobramycin carbamoyltransferase', 'TobZ']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1631,6.2.1.39,"['[butirosin acyl-carrier protein]---L-glutamate ligase', '[BtrI acyl-carrier protein]---L-glutamate ligase', 'BtrJ']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1632,6.3.1.9,"['trypanothione synthase', 'glutathionylspermidine:glutathione ligase (ADP-forming)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1633,6.3.1.10,"['adenosylcobinamide-phosphate synthase', 'CbiB']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1634,6.3.2.47,"['dapdiamide synthase', 'DdaF', 'dapdiamide A synthase']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1635,6.3.4.2,"['CTP synthase (glutamine hydrolysing)', 'UTP---ammonia ligase', 'cytidine triphosphate synthetase', 'uridine triphosphate aminase', ""cytidine 5'-triphosphate synthetase"", 'CTPS (gene name)', 'pyrG (gene name)', 'CTP synthase', 'UTP:ammonia ligase (ADP-forming)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1636,6.3.4.16,"['carbamoyl-phosphate synthase (ammonia)', 'carbon-dioxide---ammonia ligase', 'carbamoylphosphate synthase', 'carbamylphosphate synthetase', 'carbamoylphosphate synthase (ammonia)', 'carbamoylphosphate synthetase', 'carbamylphosphate synthetase I', 'CPSI (gene name)', 'carbon-dioxide:ammonia ligase (ADP-forming, carbamate-phosphorylating)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1637,6.3.5.5,"['carbamoyl-phosphate synthase (glutamine-hydrolysing)', 'carbamoyl-phosphate synthetase (glutamine-hydrolysing)', 'carbamyl phosphate synthetase (glutamine)', 'carbamoylphosphate synthetase II', 'glutamine-dependent carbamyl phosphate synthetase', 'carbamoyl phosphate synthetase', 'CPS', 'carbon-dioxide:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)', 'carA (gene name)', 'carB (gene name)', 'CAD (gene name)', 'hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1638,6.3.5.11,"['cobyrinate a,c-diamide synthase', 'cobyrinic acid a,c-diamide synthetase', 'CbiA']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1639,6.5.1.7,"['DNA ligase (ATP, ADP or GTP)', 'poly(deoxyribonucleotide):poly(deoxyribonucleotide) ligase (ATP, ADP or GTP)']",C00009,"[('CAS', ['7664-38-2']), ('PubChem', ['3311']), ('ChEBI', ['18367', '26078']), ('ChEMBL', ['CHEMBL1187']), ('KNApSAcK', ['C00007408']), ('PDB-CCD', ['2HP', 'PI', 'PO4']), ('3DMET', ['B00002']), ('NIKKAJI', ['J3.746J'])]",H3PO4,,"['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid']",3311
1640,3.1.3.56,"['inositol-polyphosphate 5-phosphatase', 'type I inositol-polyphosphate phosphatase', 'inositol trisphosphate phosphomonoesterase', 'InsP3/Ins(1,3,4,5)P4 5-phosphatase', 'inosine triphosphatase', 'D-myo-inositol 1,4,5-triphosphate 5-phosphatase', 'D-myo-inositol 1,4,5-trisphosphate 5-phosphatase', 'L-myo-inositol 1,4,5-trisphosphate-monoesterase', 'inositol phosphate 5-phosphomonoesterase', 'inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase', 'Ins(1,4,5)P3 5-phosphatase', 'D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase', 'inositol 1,4,5-trisphosphate phosphatase', 'inositol polyphosphate-5-phosphatase', 'myo-inositol-1,4,5-trisphosphate 5-phosphatase', 'inositol-1,4,5-trisphosphate 5-phosphatase']",C01243,"[('PubChem', ['4464']), ('ChEBI', ['18228']), ('ChEMBL', ['CHEMBL1160776', 'CHEMBL329137']), ('PDB-CCD', ['I3S']), ('3DMET', ['B01421']), ('NIKKAJI', ['J386.725K'])]",C6H15O15P3,,"['1D-myo-Inositol 1,3,4-trisphosphate', 'D-myo-Inositol 1,3,4-trisphosphate', 'Inositol 1,3,4-trisphosphate']",4464
1641,3.1.3.73,"['adenosylcobalamin/alpha-ribazole phosphatase', 'CobC', 'adenosylcobalamin phosphatase', 'alpha-ribazole phosphatase']",C05775,"[('CAS', ['132-13-8']), ('PubChem', ['8070']), ('ChEBI', ['10329']), ('3DMET', ['B05111']), ('NIKKAJI', ['J10.013G'])]",C14H18N2O4,,"['alpha-Ribazole', 'N1-(alpha-D-Ribosyl)-5,6-dimethylbenzimidazole']",8070
1642,3.1.3.75,"['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A']",C00189,"[('CAS', ['141-43-5']), ('PubChem', ['3489']), ('ChEBI', ['16000']), ('ChEMBL', ['CHEMBL104943']), ('KNApSAcK', ['C00007279']), ('PDB-CCD', ['ETA']), ('3DMET', ['B01183']), ('NIKKAJI', ['J2.536D'])]",C2H7NO,,"['Ethanolamine', 'Aminoethanol', '2-Hydroxyethylamine']",3489
1643,3.5.1.99,"['fatty acid amide hydrolase', 'FAAH', 'oleamide hydrolase', 'anandamide amidohydrolase']",C00189,"[('CAS', ['141-43-5']), ('PubChem', ['3489']), ('ChEBI', ['16000']), ('ChEMBL', ['CHEMBL104943']), ('KNApSAcK', ['C00007279']), ('PDB-CCD', ['ETA']), ('3DMET', ['B01183']), ('NIKKAJI', ['J2.536D'])]",C2H7NO,,"['Ethanolamine', 'Aminoethanol', '2-Hydroxyethylamine']",3489
1644,3.1.3.75,"['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A']",C00114,"[('CAS', ['62-49-7']), ('PubChem', ['3414']), ('ChEBI', ['15354']), ('ChEMBL', ['CHEMBL920']), ('KNApSAcK', ['C00007298']), ('PDB-CCD', ['CHT']), ('3DMET', ['B00031']), ('NIKKAJI', ['J4.822D'])]",C5H14NO,,"['Choline', 'Bilineurine']",3414
1645,3.1.3.77,"['acireductone synthase', 'E1', 'E-1 enolase-phosphatase', '5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)']",C15606,"[('PubChem', ['17396598']), ('ChEBI', ['49252']), ('NIKKAJI', ['J1.779.751D'])]",C6H10O3S,,"['1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one', '1,2-Dihydroxy-5-(methylsulfanyl)pent-1-en-3-one']",17396598
1646,3.1.3.77,"['acireductone synthase', 'E1', 'E-1 enolase-phosphatase', '5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)']",C15651,"[('PubChem', ['17396641']), ('ChEBI', ['50605']), ('NIKKAJI', ['J1.971.656B'])]",C6H11O6PS,,"['2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate', '2-Hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate', '2-Hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl phosphate']",17396641
1647,3.1.3.91,"['7-methylguanosine nucleotidase', 'cytosolic nucleotidase III-like', 'cNIII-like', ""N7-methylguanylate 5'-phosphatase""]",C00475,"[('CAS', ['65-46-3']), ('PubChem', ['3758']), ('ChEBI', ['17562']), ('ChEMBL', ['CHEMBL2028065', 'CHEMBL95606']), ('KNApSAcK', ['C00042440']), ('PDB-CCD', ['CTN']), ('3DMET', ['B01256']), ('NIKKAJI', ['J4.837B'])]",C9H13N3O5,,['Cytidine'],3758
1648,3.1.4.56,"[""7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase"", 'MptB']",C05925,"[('PubChem', ['8213']), ('ChEBI', ['48954']), ('3DMET', ['B05140']), ('NIKKAJI', ['J2.760.636I'])]",C9H14N5O7P,,"['Dihydroneopterin phosphate', '2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate', ""7,8-Dihydroneopterin 3'-phosphate""]",8213
1649,3.1.4.56,"[""7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase"", 'MptB']",C20566,"[('PubChem', ['172232303'])]",C9H14N5O7P,,"[""7,8-Dihydroneopterin 2'-phosphate""]",172232303
1650,3.1.6.20,"['S-sulfosulfanyl-L-cysteine sulfohydrolase', 'SoxB']",C21898,[],C3H5NOS2R2,,['[SoxY protein]-S-sulfanyl-L-cysteine'],
1651,3.1.6.20,"['S-sulfosulfanyl-L-cysteine sulfohydrolase', 'SoxB']",C00059,"[('CAS', ['7664-93-9']), ('PubChem', ['3359']), ('ChEBI', ['16189', '26836']), ('ChEMBL', ['CHEMBL572964']), ('KNApSAcK', ['C00007530']), ('PDB-CCD', ['SO4']), ('3DMET', ['B00016']), ('NIKKAJI', ['J3.749D'])]",H2SO4,,"['Sulfate', 'Sulfuric acid']",3359
1652,3.1.6.20,"['S-sulfosulfanyl-L-cysteine sulfohydrolase', 'SoxB']",C21814,[],C3H5NOS3R2,,['[SoxY protein]-S-disulfanyl-L-cysteine'],
1653,3.2.1.169,"['protein O-GlcNAcase', 'OGA', 'glycoside hydrolase O-GlcNAcase', 'O-GlcNAcase', 'BtGH84', 'O-GlcNAc hydrolase']",C02189,"[('PubChem', ['5260']), ('ChEBI', ['8572'])]",C4H6N2O3R2,,"['[Protein]-L-serine', 'Protein serine', 'Protein L-serine']",5260
1654,3.2.1.169,"['protein O-GlcNAcase', 'OGA', 'glycoside hydrolase O-GlcNAcase', 'O-GlcNAcase', 'BtGH84', 'O-GlcNAc hydrolase']",C00140,"[('CAS', ['7512-17-6']), ('PubChem', ['3440']), ('ChEBI', ['506227']), ('ChEMBL', ['CHEMBL240524', 'CHEMBL447878']), ('PDB-CCD', ['NAG', 'NDG']), ('3DMET', ['B04639']), ('NIKKAJI', ['J81.413J'])]",C8H15NO6,,"['N-Acetyl-D-glucosamine', 'N-Acetylchitosamine', '2-Acetamido-2-deoxy-D-glucose', 'GlcNAc']",3440
1655,3.2.1.169,"['protein O-GlcNAcase', 'OGA', 'glycoside hydrolase O-GlcNAcase', 'O-GlcNAcase', 'BtGH84', 'O-GlcNAc hydrolase']",C19803,"[('PubChem', ['135626270'])]",C5H8N2O3R2,,['[Protein]-L-threonine'],135626270
1656,3.2.1.182,"['4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase', 'DIMBOAGlc hydrolase', 'DIMBOA glucosidase']",C04720,"[('CAS', ['15893-52-4']), ('PubChem', ['7292']), ('ChEBI', ['18048']), ('ChEMBL', ['CHEMBL2269101']), ('KNApSAcK', ['C00026498', 'C00036461']), ('3DMET', ['B04956']), ('NIKKAJI', ['J61.255C'])]",C9H9NO5,,"['DIMBOA', '2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one', '2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one']",7292
1657,3.2.1.182,"['4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase', 'DIMBOAGlc hydrolase', 'DIMBOA glucosidase']",C00031,"[('CAS', ['50-99-7', '2280-44-6']), ('PubChem', ['3333']), ('ChEBI', ['4167']), ('ChEMBL', ['CHEMBL1222250', 'CHEMBL1614854', 'CHEMBL423707', 'CHEMBL98182']), ('KNApSAcK', ['C00042470']), ('PDB-CCD', ['BGC', 'GLC']), ('3DMET', ['B04623']), ('NIKKAJI', ['J4.109B'])]",C6H12O6,,"['D-Glucose', 'Grape sugar', 'Dextrose', 'Glucose', 'D-Glucopyranose']",3333
1658,3.2.1.191,['ginsenosidase type III'],C00031,"[('CAS', ['50-99-7', '2280-44-6']), ('PubChem', ['3333']), ('ChEBI', ['4167']), ('ChEMBL', ['CHEMBL1222250', 'CHEMBL1614854', 'CHEMBL423707', 'CHEMBL98182']), ('KNApSAcK', ['C00042470']), ('PDB-CCD', ['BGC', 'GLC']), ('3DMET', ['B04623']), ('NIKKAJI', ['J4.109B'])]",C6H12O6,,"['D-Glucose', 'Grape sugar', 'Dextrose', 'Glucose', 'D-Glucopyranose']",3333
1659,3.2.1.192,['ginsenoside Rb1 beta-glucosidase'],C00031,"[('CAS', ['50-99-7', '2280-44-6']), ('PubChem', ['3333']), ('ChEBI', ['4167']), ('ChEMBL', ['CHEMBL1222250', 'CHEMBL1614854', 'CHEMBL423707', 'CHEMBL98182']), ('KNApSAcK', ['C00042470']), ('PDB-CCD', ['BGC', 'GLC']), ('3DMET', ['B04623']), ('NIKKAJI', ['J4.109B'])]",C6H12O6,,"['D-Glucose', 'Grape sugar', 'Dextrose', 'Glucose', 'D-Glucopyranose']",3333
