entry,product,reacts,PubChem,SMILES,Mol,Fingerprint,dist,enzyme_class_1,enzyme_class_2,enzyme_class_3,enzyme_class_4,enzyme_class_5,enzyme_class_6,enzyme_class_7,n_C,n_H,n_O,n_N,n_P,n_S,n_X,DoU,MW
2.1.1.98,C12429,0.0,582819,CC[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1670>,0.3208741970271136,0,1,0,0,0,0,0,27.0,31.0,9.0,1.0,0.0,0.0,0.0,13.0,513.5430000000002
2.7.8.38,C12429,0.0,582819,CC[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd19e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1710>,0.3524540874207529,0,1,0,0,0,0,0,27.0,31.0,9.0,1.0,0.0,0.0,0.0,13.0,513.5430000000002
3.3.2.2,C20964,0.0,254741425,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CNC(=O)/C=C/C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd17b0>,0.34898632434332,0,0,1,0,0,0,0,13.0,22.0,5.0,4.0,0.0,0.0,0.0,5.0,314.34200000000004
6.2.1.7,C20964,0.0,254741425,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CNC(=O)/C=C/C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1850>,0.3788076661181402,0,0,0,0,0,1,0,13.0,22.0,5.0,4.0,0.0,0.0,0.0,5.0,314.34200000000004
3.6.1.60,C20964,0.0,254741425,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CNC(=O)/C=C/C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd18f0>,0.3722786308112348,0,0,1,0,0,0,0,13.0,22.0,5.0,4.0,0.0,0.0,0.0,5.0,314.34200000000004
1.14.13.178,C20964,0.0,254741425,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CNC(=O)/C=C/C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1c60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1990>,0.40927429970145174,1,0,0,0,0,0,0,13.0,22.0,5.0,4.0,0.0,0.0,0.0,5.0,314.34200000000004
2.8.1.2,C06055,0.0,8325,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1a30>,0.3111423290865709,0,1,0,0,0,0,0,4.0,10.0,7.0,1.0,1.0,0.0,0.0,1.0,215.09799999999998
5.1.1.22,C06055,0.0,8325,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1ad0>,0.3484441666774354,0,0,0,0,1,0,0,4.0,10.0,7.0,1.0,1.0,0.0,0.0,1.0,215.09799999999998
1.1.1.387,C06055,0.0,8325,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1b70>,0.37108846921092276,1,0,0,0,0,0,0,4.0,10.0,7.0,1.0,1.0,0.0,0.0,1.0,215.09799999999998
4.1.3.41,C06055,0.0,8325,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1c10>,0.3711060287688346,0,0,0,1,0,0,0,4.0,10.0,7.0,1.0,1.0,0.0,0.0,1.0,215.09799999999998
2.1.1.324,C00149,0.0,3449,C([C@@H](C(=O)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1f80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd1cb0>,0.3295262472416897,0,1,0,0,0,0,0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,134.087
1.13.11.16,C00149,0.0,3449,C([C@@H](C(=O)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2080>,0.3367151878521296,1,0,0,0,0,0,0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,134.087
1.3.5.6,C00149,0.0,3449,C([C@@H](C(=O)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2120>,0.361652155212607,1,0,0,0,0,0,0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,134.087
2.8.3.20,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2030>,0.3114963162222288,0,1,0,0,0,0,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
6.5.1.3,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd1df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd20d0>,0.37087115741543797,0,0,0,0,0,1,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
6.1.2.2,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd21c0>,0.4189196241864081,0,0,0,0,0,1,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
1.14.12.19,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd23a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2260>,0.3811389260262862,1,0,0,0,0,0,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
4.1.99.1,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2170>,0.3469650639955617,0,0,0,1,0,0,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
1.5.3.13,C21585,0.0,340650277,C([C@H]([C@@H](C(=O)O)O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd24e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2210>,0.3644804445442471,1,0,0,0,0,0,0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,1.0,216.08199999999997
1.14.14.41,C06800,0.0,9019,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd22b0>,0.3113284038974448,1,0,0,0,0,0,0,17.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,312.27700000000004
2.4.2.57,C06800,0.0,9019,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2350>,0.3873283207830864,0,1,0,0,0,0,0,17.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,312.27700000000004
1.14.13.106,C06800,0.0,9019,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd26c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd23f0>,0.3640119328326609,1,0,0,0,0,0,0,17.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,312.27700000000004
2.7.4.14,C00031,0.0,3333,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2490>,0.427948936700763,0,1,0,0,0,0,0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,180.156
1.14.14.49,C00031,0.0,3333,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2800>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2530>,0.3924472426849912,1,0,0,0,0,0,0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,180.156
1.4.3.19,C00031,0.0,3333,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd28a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd25d0>,0.326231559618223,1,0,0,0,0,0,0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,180.156
4.3.2.2,C00031,0.0,3333,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2670>,0.38517913020843414,0,0,0,1,0,0,0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,180.156
1.14.19.29,C00031,0.0,3333,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd29e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2710>,0.3871202047847513,1,0,0,0,0,0,0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,180.156
4.6.1.19,C00193,0.0,3493,C1=CC=C(C=C1)C=O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd27b0>,0.3572645993489443,0,0,0,1,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,106.12399999999997
1.14.14.47,C00193,0.0,3493,C1=CC=C(C=C1)C=O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2850>,0.33721226928125664,1,0,0,0,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,106.12399999999997
4.1.3.24,C00193,0.0,3493,C1=CC=C(C=C1)C=O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd28f0>,0.3789559296348395,0,0,0,1,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,106.12399999999997
6.5.1.8,C00193,0.0,3493,C1=CC=C(C=C1)C=O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2c60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2990>,0.34122662260003433,0,0,0,0,0,1,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,106.12399999999997
1.3.7.15,C00193,0.0,3493,C1=CC=C(C=C1)C=O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2a30>,0.3454275004580631,1,0,0,0,0,0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,106.12399999999997
1.1.1.325,C01847,0.0,4964,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2ad0>,0.32650182126484284,1,0,0,0,0,0,0,17.0,23.0,9.0,4.0,1.0,0.0,0.0,9.0,458.36400000000015
1.14.99.63,C01847,0.0,4964,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2b70>,0.34087205805697285,1,0,0,0,0,0,0,17.0,23.0,9.0,4.0,1.0,0.0,0.0,9.0,458.36400000000015
1.14.14.169,C01847,0.0,4964,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2c10>,0.3574134990811734,1,0,0,0,0,0,0,17.0,23.0,9.0,4.0,1.0,0.0,0.0,9.0,458.36400000000015
2.1.1.335,C01468,0.0,4643,CC1=CC=C(C=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2f80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd2cb0>,0.38743210787328797,0,1,0,0,0,0,0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,108.13999999999999
1.5.1.21,C01468,0.0,4643,CC1=CC=C(C=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3080>,0.4333093801774913,1,0,0,0,0,0,0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,108.13999999999999
1.14.14.169,C01468,0.0,4643,CC1=CC=C(C=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3120>,0.3574134990811734,1,0,0,0,0,0,0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,108.13999999999999
4.2.1.168,C01468,0.0,4643,CC1=CC=C(C=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3030>,0.34428849703606235,0,0,0,1,0,0,0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,108.13999999999999
6.5.1.1,C00407,0.0,3697,CC[C@H](C)[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd2df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd30d0>,0.2876483765676468,0,0,0,0,0,1,0,6.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,131.17499999999995
2.1.1.137,C10192,0.0,12378,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd31c0>,0.3563900617999234,0,1,0,0,0,0,0,15.0,10.0,7.0,0.0,0.0,0.0,0.0,11.0,302.238
2.1.1.344,C10192,0.0,12378,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd33a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3260>,0.3751286775215703,0,1,0,0,0,0,0,15.0,10.0,7.0,0.0,0.0,0.0,0.0,11.0,302.238
1.14.14.33,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3170>,0.43154973758199916,1,0,0,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
1.14.13.105,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd34e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3210>,0.3920758205734406,1,0,0,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
4.2.1.159,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd32b0>,0.36272941552944044,0,0,0,1,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
2.3.1.255,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3350>,0.33700669038647246,0,1,0,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
1.14.19.36,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd36c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd33f0>,0.3593942520035131,1,0,0,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
2.3.1.254,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3490>,0.4016305186902091,0,1,0,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
3.2.1.191,C19752,0.0,135626219,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3800>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3530>,0.377338374919226,0,0,1,0,0,0,0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,204.35699999999994
2.1.1.137,C10428,0.0,12613,C/C=C/C1=CC=C(C=C1)OC,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd38a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd35d0>,0.3563900617999234,0,1,0,0,0,0,0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,148.20499999999996
4.2.1.114,C10428,0.0,12613,C/C=C/C1=CC=C(C=C1)OC,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3670>,0.3017900167888933,0,0,0,1,0,0,0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,148.20499999999996
1.1.1.38,C10428,0.0,12613,C/C=C/C1=CC=C(C=C1)OC,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd39e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3710>,0.42044642922119974,1,0,0,0,0,0,0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,148.20499999999996
4.2.1.136,C10428,0.0,12613,C/C=C/C1=CC=C(C=C1)OC,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd37b0>,0.40909669229122586,0,0,0,1,0,0,0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,148.20499999999996
1.13.11.64,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3850>,0.35254769216465565,1,0,0,0,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
4.5.1.2,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd38f0>,0.39024042266268133,0,0,0,1,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
4.6.1.19,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3c60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3990>,0.3572645993489443,0,0,0,1,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
1.2.3.15,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3a30>,0.41433687619010867,1,0,0,0,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
1.14.19.55,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3ad0>,0.34655496214221315,1,0,0,0,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
2.1.1.95,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3b70>,0.37352082899796385,0,1,0,0,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
1.14.13.179,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3c10>,0.3661693716803926,1,0,0,0,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
4.1.1.96,C21919,0.0,376218952,CC12CCC=C1C3CCC4CCCCC4(C3CC2)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3f80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd3cb0>,0.4829310332579531,0,0,0,1,0,0,0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,258.4489999999999
1.3.1.117,C20502,0.0,172232251,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4080>,0.3870904183724141,1,0,0,0,0,0,0,20.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,386.3560000000001
3.5.1.109,C20502,0.0,172232251,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4120>,0.3336890476991441,0,0,1,0,0,0,0,20.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,386.3560000000001
6.5.1.5,C20502,0.0,172232251,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4030>,0.39301122308282777,0,0,0,0,0,1,0,20.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,386.3560000000001
1.14.15.29,C20502,0.0,172232251,CC(=O)CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd3df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd40d0>,0.3824178855391999,1,0,0,0,0,0,0,20.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,386.3560000000001
1.14.13.54,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd4300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd41c0>,0.37768075612960217,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
1.14.14.81,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd43a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4260>,0.39202877261048624,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
1.14.14.134,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd4440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4170>,0.31377462408324425,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
1.14.15.24,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd44e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4210>,0.3047070670524291,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
3.5.99.7,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd4580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd42b0>,0.3798573958699816,0,0,1,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
2.1.5.1,C00073,0.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x1ac9cd4620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9cd4350>,0.3731718123940999,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
